Datein,FR(m3/dia),BODin (ppm),CODin (ppm),SSin(ppm),pHin,NAmin(ppm),NNin (ppm),Pin (ppm),Colin(ppm),Tin(°C),Condin L1,RF(mm),Pulp(ton/dia),Pap (ton/dia),,Dateout,BODout(ppm),CODout (ppm),SSout(ppm),Colout(ppm),Tout(°C),Condout,FRout(m3/dia)
9/1/1996,79757,236,465,,"6,65",,,,356,,1180,"4,8","878,13","962,1",,,,,,,,,
9/2/1996,78818,270,483,,"6,04",,"0,26",,433,43,1230,"1,5","925,6","986,8",,,,,,,,,
9/3/1996,82039,292,571,,"5,39",,"0,29",,287,"43,5",1030,"39,7","972,6",1065,,9/3/1996,74,245,,311,"33,5",1190,84097
9/4/1996,79501,264,461,,"5,92",,"0,75",,406,43,1150,"0,8","744,481","879,7",,9/4/1996,88,237,,298,33,1140,79542
9/5/1996,82461,299,471,181,"6,11",,,,406,43,1210,"26,1","891,033","985,8",,9/5/1996,67,221,37,297,33,1115,83814
9/6/1996,77323,235,353,,"6,29",,,,302,43,1176,,"814,053",1003,,9/6/1996,44,148,,239,33,780,77323
9/7/1996,79129,247,391,,"6,17",,,,318,,1075,"3,0","848,071","1064,2",,9/7/1996,46,187,,306,,1160,79285
9/8/1996,78475,255,472,,"6,63",,,,318,,1216,"46,2","964,139","1077,1",,9/8/1996,53,232,,300,,1200,80870
9/9/1996,81565,267,473,,"6,82",,,"2,04",384,43,1148,"22,6","736,316","1004,4",,9/9/1996,62,219,,277,"32,5",1129,82736
9/10/1996,82320,283,472,,"9,35","1,2",,"0,92",405,"42,5",1248,"29,8","944,266","1003,8",,9/10/1996,64,204,,287,32,1125,83865
9/11/1996,82851,286,464,,"6,34","1,8",,,288,41,1125,"12,0","837,711","1036,6",,9/11/1996,68,200,,307,31,1185,83473
9/12/1996,79417,207,504,83,"6,2",,,,367,41,1220,,"842,409",1045,,9/12/1996,62,199,31,290,"30,5",1125,79417
9/13/1996,77128,342,582,,"6,32",,,"1,69",351,44,1515,,"867,694",930,,9/13/1996,94,278,,417,32,2020,77128
9/14/1996,77008,254,471,,"6,08",,,,381,,1419,,"869,478","1075,1",,9/14/1996,53,221,,320,,1313,77008
9/15/1996,77983,224,446,,"6,66",,,,334,,1190,,"884,067","934,3",,9/15/1996,51,240,,361,,1266,77983
9/16/1996,79492,211,425,,"6,62",,"1,63",,362,44,1350,,"962,478","1023,2",,9/16/1996,58,228,,346,34,1368,79492
9/17/1996,80165,282,471,,"7,13",,"0,69",,411,44,1300,"5,9","939,255","1033,8",,9/17/1996,48,198,,337,34,1270,80471
9/18/1996,76109,244,511,,"11,39",,,,504,43,1850,,"969,905","1063,6",,9/18/1996,64,215,,360,"33,5",1301,76109
9/19/1996,76343,231,425,90,"6,36",,,,329,43,1110,,"877,811","984,1",,9/19/1996,46,199,10,389,33,1390,76343
9/20/1996,81518,243,368,,"6,04",,"0,96",,230,"43,5",971,,"990,1","873,996",,9/20/1996,66,208,,340,34,1445,81518
9/21/1996,81789,195,379,,"6,51",,,,298,,1138,,"871,959",817,,9/21/1996,63,201,,320,,1296,81789
9/22/1996,80978,195,440,,"6,64",,,,384,,1193,,"781,613","801,9",,9/22/1996,55,213,,312,,1218,80978
9/23/1996,78849,204,365,,"6,44",,,"1,32",276,42,1030,,"699,713","1029,5",,9/23/1996,59,213,,325,34,1262,78849
9/24/1996,80226,193,403,,"6,12","1,7",,"1,11",271,"44,53",1070,,"822,965","1069,9",,9/24/1996,45,182,,299,"35,5",1163,80226
9/25/1996,81841,259,442,,"4,7","1,5",,,353,"43,5",1240,"6,3","966,132","1094,1",,9/25/1996,53,192,,260,35,1147,82168
9/26/1996,80647,265,465,30,"6,07","1,5",,,331,"44,5",1101,,"862,26","963,4",,9/26/1996,57,203,30,267,35,1213,80647
9/27/1996,78640,183,440,,"7,17",,,,255,"45,5",1048,,"748,127","1004,7",,9/27/1996,32,196,,239,35,1008,78640
9/28/1996,78640,206,395,,"7,5",,,,299,,1320,,"940,711","1014,1",,9/28/1996,45,196,,315,,1205,78640
9/29/1996,78312,191,411,,"9,17",,,,404,,1042,,"923,143","1004,1",,9/29/1996,73,254,,363,,1300,78312
9/30/1996,78892,189,396,,"6,7",,"1,21",,365,45,1069,,"869,054","1039,2",,9/30/1996,62,230,,371,35,1218,78892
10/1/1996,79584,219,406,,"6,61",,"0,62",,405,45,1254,,"961,258","1072,4",,10/1/1996,62,222,,372,35,1164,79584
10/2/1996,81791,286,,,"6,02",,,,333,45,1164,"2,7","929,583","1064,7",,10/2/1996,54,,,356,"33,5",1252,81931
10/3/1996,85741,219,,,"6,36",,,,378,,1272,"64,6","893,026",1043,,10/3/1996,60,,,332,,1220,89090
10/4/1996,79618,216,,,"6,88",,,,393,,1364,"0,2","871,311","980,7",,10/4/1996,64,,,318,,1247,79628
10/5/1996,79932,188,375,,"6,72",,,,347,,1315,,"925,635","1022,4",,10/5/1996,45,209,,334,,1341,79932
10/6/1996,81759,148,353,,"6,53",,,,327,,1142,"16,9","878,234","1130,5",,10/6/1996,36,160,,326,,1326,82635
10/7/1996,78792,156,338,,"6,62",,,"1,1",361,45,1109,,"841,897","975,1",,10/7/1996,45,198,,322,34,1276,78792
10/8/1996,77898,267,446,,"11,4","1,5",,"1,15",383,44,1659,,"865,22","1034,5",,10/8/1996,46,170,,309,35,1219,77898
10/9/1996,81494,218,374,,"6,72","1,7",,,385,44,1183,,"781,212","946,9",,10/9/1996,50,171,,318,34,1380,81494
10/10/1996,83349,204,377,106,"6,51","1,4",,,421,44,1049,"36,4","780,799","1044,6",,10/10/1996,80,223,47,336,34,1280,85236
10/11/1996,74332,191,401,,"6,64",,,"1,29",350,44,1180,"12,0","706,419","900,3",,10/11/1996,40,136,,300,"34,5",1344,74954
10/12/1996,68233,225,495,,"7,15",,,,529,,1396,"0,2","767,999",975,,10/12/1996,35,144,,375,,1140,68243
10/13/1996,79861,224,411,,"7,37",,,,401,,1272,,"697,421","965,1",,10/13/1996,51,163,,417,,1286,79861
10/14/1996,83472,198,389,,"7,12",,"1,36",,408,45,1239,"4,3","619,13","907,6",,10/14/1996,59,200,,398,36,1310,83695
10/15/1996,83590,230,413,,"7,19",,"1,37",,424,45,1300,,"846,04","928,7",,10/15/1996,89,265,,369,35,1305,83590
10/16/1996,78968,234,394,,"6,98",,,,459,45,1258,,"846,662","959,8",,10/16/1996,21,145,,412,35,1323,78968
10/17/1996,81608,220,409,70,"7,11",,,,367,45,1187,,"936,477","1009,4",,10/17/1996,92,262,45,371,35,1330,81608
10/18/1996,78579,240,405,,"6,71",,"0,1",,366,46,1290,,"1011,32","1067,8",,10/18/1996,37,179,,389,36,1296,78579
10/19/1996,82767,236,411,,"6,05",,,,318,,1118,,"917,902","1066,4",,10/19/1996,32,168,,357,,1287,82767
10/20/1996,79695,216,414,,"6,71",,,,353,,1154,"7,6","892,841","1129,4",,10/20/1996,74,249,,362,,1205,80089
10/21/1996,79014,219,451,,"6,18",,,"0,99",338,45,1145,,"918,138","991,5",,10/21/1996,100,294,,303,36,1200,79014
10/22/1996,78346,227,338,,"5,6","1,5",,"0,8",292,45,999,,"951,476","1035,5",,10/22/1996,42,196,,350,"35,5",1193,78346
10/23/1996,83836,264,442,,"6,77","1,5",,,354,45,1146,"0,4","924,855","1027,7",,10/23/1996,39,193,,331,"36,5",1129,83857
10/24/1996,84524,276,416,12,"6,83","1,4",,,316,45,1129,,"910,138","962,9",,10/24/1996,43,194,32,318,36,1132,84524
10/25/1996,84495,202,366,,"6,56",,,"1,11",318,45,1060,"28,6","878,478","1028,4",,10/25/1996,55,198,,334,36,1144,85977
10/26/1996,77166,174,322,,"6,59",,,,279,,1146,"12,8","939,721","1003,4",,10/26/1996,25,165,,322,,1127,77829
10/27/1996,78312,173,384,,"7,31",,,,300,,1360,"3,2","901,289","1004,7",,10/27/1996,60,191,,293,,1188,78478
10/28/1996,82867,202,372,,"7,26",,"0,74",,308,45,1310,,"932,879","915,9",,10/28/1996,36,160,,318,36,1225,82867
10/29/1996,81608,186,382,,"7,1",,"0,69",,483,46,1198,,"748,01","978,9",,10/29/1996,50,160,,269,"36,5",1311,81608
10/30/1996,76516,193,383,,"6,81",,,,388,46,1220,,"963,263","1026,4",,10/30/1996,46,189,,326,"36,5",1268,76516
10/31/1996,81608,215,387,24,"6,55",,,,388,46,1085,"4,4","980,327","1039,2",,10/31/1996,40,190,40,360,36,1242,81836
11/1/1996,85511,,,,,,,,,46,,"29,6","899,979","1074,2",,11/1/1996,,,,,"36,5",,87045
11/2/1996,83498,193,356,,"6,14",,,,321,,1068,"5,5","990,134","1008,9",,11/2/1996,28,181,,338,,1144,83783
11/3/1996,85103,183,355,,"6,52",,,,309,,1102,"43,1","988,797","1049,7",,11/3/1996,42,202,,312,,1123,87337
11/4/1996,83437,174,361,,"6,77",,,"1,06",321,45,993,,,,,11/4/1996,30,198,,312,"35,5",908,83437
11/5/1996,82740,270,479,,"11,27","1,6",,"1,44",336,45,1907,,,,,11/5/1996,43,167,,324,36,1234,82740
11/6/1996,82719,270,442,,"6,56",,,,392,45,1354,,,,,11/6/1996,60,219,,359,36,1418,82719
11/7/1996,84795,203,441,95,"7,08","1,4",,,379,46,1202,,,,,11/7/1996,62,216,49,358,37,1443,84795
11/8/1996,83446,,,,,,,"1,02",,46,,,,,,11/8/1996,,,,,37,,83446
11/9/1996,85205,207,380,,"6,3",,,,289,,1174,,,,,11/9/1996,36,105,,411,,1481,85205
11/10/1996,82007,172,393,,"6,32",,,,413,,1165,,,,,11/10/1996,91,269,,352,,1272,82007
11/11/1996,80531,171,335,,"6,14",,"1,34",,302,46,1025,,,,,11/11/1996,40,214,,390,"36,5",1230,80531
11/12/1996,79132,173,355,,"5,9",,"1,34",,269,46,379,,,,,11/12/1996,42,192,,335,"36,5",1127,79132
11/13/1996,78942,209,441,,"11,35",,,,344,46,1598,"0,4",,,,11/13/1996,86,221,,346,"36,5",1240,78963
11/14/1996,77857,,,,,,,,,46,,"1,1",,,,11/14/1996,,,,,36,,77914
11/15/1996,73540,159,365,,"6,63",,,,289,,1130,,,,,11/15/1996,37,169,,295,,1308,73540
11/16/1996,73554,169,374,,"6,44",,,,368,,1263,"7,8",,,,11/16/1996,31,169,,366,,1254,73958
11/17/1996,75194,236,419,,"6,78",,,,278,,1323,"1,7",,,,11/17/1996,39,201,,385,,1278,75282
11/18/1996,72448,179,384,,"7,21",,,"1,09",414,"46,5",1485,"0,1",,,,11/18/1996,28,160,,400,37,1403,72453
11/19/1996,72988,176,381,,"6,58","1,4",,"1,04",331,46,1109,"10,1",,,,11/19/1996,47,160,,333,37,1229,73512
11/20/1996,76417,216,367,,"6,76","1,4",,,339,45,,"72,1",,,,11/20/1996,58,160,,356,36,1410,80154
11/21/1996,72622,228,392,35,"6,5",1,,,350,45,958,"37,2",,,,11/21/1996,54,197,38,352,36,950,74550
11/22/1996,68935,,,,"6,2",,,"1,04",381,45,980,"1,2",,,,11/22/1996,,,,307,"35,5",1409,68997
11/23/1996,70446,213,411,,"6,16",,,,341,,1144,"0,3",,,,11/23/1996,49,216,,401,,1140,70462
11/24/1996,70656,238,429,,"6,51",,,,389,,1309,,,,,11/24/1996,44,227,,403,,1300,70656
11/25/1996,59889,161,273,,"7,25",,"0,48",,342,"38,5",1001,,,,,11/25/1996,50,218,,379,37,1340,59889
11/26/1996,56028,180,355,,"11,39",,"0,48",,494,"36,5",2640,,,,,11/26/1996,49,174,,387,"34,5",1421,56028
11/27/1996,25209,339,651,,"11,65",,,,1317,40,3660,,,,,11/27/1996,36,179,,408,34,1469,25209
11/28/1996,54719,197,323,112,"10,35",,,,638,36,1570,,,,,11/28/1996,41,192,18,574,32,1642,54719
11/29/1996,74732,206,373,,"6,35",,"0,56",,353,38,1000,,,,,11/29/1996,23,169,,592,"32,5",1395,74732
11/30/1996,80022,234,418,,"6,51",,,,378,,1142,,,,,11/30/1996,29,173,,470,,1346,80022
12/1/1996,78207,207,436,,"7,17",,,,417,,1575,"4,3",,,,12/1/1996,30,213,,518,,1303,78430
12/2/1996,79601,229,430,,"7,06",,,"1,07",342,45,1591,,,,,12/2/1996,67,234,,435,36,1430,79601
12/3/1996,81546,222,426,,"7,21","1,2",,"1,11",346,45,1609,"8,0",,,,12/3/1996,110,252,,385,37,1424,81961
12/4/1996,76579,314,494,,"7,64","1,6",,,726,"46,5",1573,"3,3",,,,12/4/1996,123,270,,350,37,1269,76750
12/5/1996,79364,236,404,68,"6,89","1,4",,,382,46,1453,,,,,12/5/1996,122,276,75,397,"37,5",1579,79364
12/6/1996,75637,191,391,,"7,05",,,"1,15",413,"46,5",1269,"2,0",,,,12/6/1996,62,213,,370,37,1295,75741
12/7/1996,75659,199,411,,"6,7",,,,334,,1126,"41,2",,,,12/7/1996,144,287,,380,,1315,77795
12/8/1996,75227,278,440,,"6,82",,,,310,,1343,"0,1",,,,12/8/1996,140,324,,369,,1560,75232
12/9/1996,74574,248,435,,"6,95",,"0,6",,306,"45,5",1282,,,,,12/9/1996,97,281,,353,"37,5",1310,74574
12/10/1996,77083,253,460,,"6,51",,"0,61",,371,"46,5",1390,,,,,12/10/1996,95,277,,335,38,1365,77083
12/11/1996,76254,155,262,,"7,16",,,,213,"46,5",982,"17,6",,,,12/11/1996,86,245,,337,38,1312,77166
12/12/1996,57939,173,225,106,"10,24",,,,363,38,1263,"12,6",,,,12/12/1996,53,198,64,298,37,1230,58592
12/13/1996,53024,,183,,"9,68",,"0,74",,282,38,810,"1,7",,,,12/13/1996,,132,,287,"34,5",1087,53112
12/14/1996,69959,164,304,,"6,54",,,,280,,957,"0,5",,,,12/14/1996,51,123,,352,,1093,69985
12/15/1996,75937,137,499,,"7,06",,,,420,,1596,"2,1",,,,12/15/1996,,171,53,307,,1123,76046
12/16/1996,75855,230,403,,"7,22",,,"1,02",448,"46,5",1470,"0,6",,,,12/16/1996,29,166,59,337,37,1140,75886
12/17/1996,79165,279,439,,"7,11","0,64",,"1,27",366,47,1510,"6,1",,,,12/17/1996,65,224,54,381,35,1300,79481
12/18/1996,77800,244,422,,"7,21","0,4",,,429,"46,5",1445,"13,2",,,,12/18/1996,75,209,15,370,36,1398,78484
12/19/1996,76279,269,535,240,"11,89","0,14",,,426,45,2120,"7,0",,,,12/19/1996,58,231,45,374,"36,5",1470,76642
12/20/1996,80055,,,,,,,"0,45",,42,,"16,7",,,,12/20/1996,,,,,36,,80921
12/21/1996,80250,255,436,,"7,19",,,,423,,1430,"0,1",,,,12/21/1996,80,198,50,262,,1563,80255
12/22/1996,85596,256,448,,"7,15",,,,429,,1320,"15,3",,,,12/22/1996,132,264,49,369,,1430,86389
12/23/1996,85736,219,458,,"7,15",,"1,72",,480,46,1385,"14,9",,,,12/23/1996,81,251,,378,36,1382,86508
12/24/1996,76054,234,393,,"7,14",,"3,28",,379,47,1406,,,,,12/24/1996,65,229,32,385,37,1393,76054
12/25/1996,75424,228,434,,"7,26",,,,390,,1335,"6,3",,,,12/25/1996,56,231,,361,,1407,75751
12/26/1996,76701,190,412,,"7,29",,,,393,48,1347,,,,,12/26/1996,60,229,,344,38,1395,76701
12/27/1996,83080,250,387,,7,,,,339,48,1330,"0,7",,,,12/27/1996,67,197,,329,38,1390,83116
12/28/1996,81450,201,383,,"6,9",,,,357,,1323,"5,2",,,,12/28/1996,37,185,,343,,1369,81720
12/29/1996,85791,203,378,,"7,2",,,,397,,1365,"44,2",,,,12/29/1996,65,232,,376,,1336,88082
12/30/1996,83405,203,374,,"7,13",,,"0,88",359,"46,5",1269,"8,7",,,,12/30/1996,72,238,,340,37,1322,83856
12/31/1996,87007,205,361,,"6,87","0,26",,"1,02",384,"42,5",1322,"37,9",,,,12/31/1996,45,183,,280,37,1246,88972
1/1/1997,86377,240,365,,"7,12",,,,336,,1304,,,,,1/1/1997,59,181,,290,,1285,86377
1/2/1997,86447,205,385,,"7,22",,,,338,47,1324,"22,4",,,,1/2/1997,57,194,,293,37,1313,87608
1/3/1997,80227,163,379,,"7,09",,,,351,45,1296,,,,,1/3/1997,41,195,,310,35,1281,80227
1/4/1997,75744,153,379,,"6,92",,,,394,,1352,,,,,1/4/1997,33,190,,321,,1294,75744
1/5/1997,77181,150,423,,"7,11",,,,413,,1324,"1,1",,,,1/5/1997,58,249,,316,,1318,77238
1/6/1997,74922,214,413,,"6,99",,"0,79",,486,44,1354,,,,,1/6/1997,59,219,,340,37,1336,74922
1/7/1997,78218,237,429,,"6,82",,"1,17",,474,46,1361,,,,,1/7/1997,52,235,,367,36,1355,78218
1/8/1997,79903,221,434,,"6,9",,,,458,47,1188,"35,3",,,,1/8/1997,67,229,,382,37,1630,81733
1/9/1997,76294,247,509,51,"10,7",,,,512,44,1580,,,,,1/9/1997,75,247,50,465,37,1310,76294
1/10/1997,70282,,,,,,"1,58",,,47,,"7,5",,,,1/10/1997,,,,,38,,70671
1/11/1997,82518,122,249,,"7,31",,,,417,,971,"45,9",,,,1/11/1997,33,187,,432,,1315,84897
1/12/1997,82587,184,436,,"6,86",,,,509,,1258,"3,1",,,,1/12/1997,45,181,,443,,1089,82748
1/13/1997,80593,209,487,,"6,54",,,"0,87",556,48,1292,"0,1",,,,1/13/1997,33,202,,501,34,1164,80598
1/14/1997,80244,217,492,,"6,95","1,7",,"0,5",632,48,1458,"7,7",,,,1/14/1997,57,220,,502,36,1242,80643
1/15/1997,80106,186,468,,"6,96","0,2",,,684,48,1482,"5,8",,,,1/15/1997,68,257,,520,37,1346,80407
1/16/1997,74787,242,467,71,"8,44","1,25",,,549,48,1510,"44,5",,,,1/16/1997,87,296,24,562,37,1443,77104
1/17/1997,78572,200,447,,"6,4",,,"0,94",474,49,1245,"8,2",,,,1/17/1997,45,262,,443,36,1290,78997
1/18/1997,78380,178,462,,"6,67",,,,576,,1336,,,,,1/18/1997,58,241,,571,,1424,78380
1/19/1997,78451,206,459,,"6,5",,,,565,,1217,"1,2",,,,1/19/1997,55,254,,580,,1372,78513
1/20/1997,82361,177,453,,"7,38",,"0,225","0,94",532,48,1281,"14,5",,,,1/20/1997,68,295,,529,38,1344,83113
1/21/1997,80664,242,526,,"6,05",,"0,387",,477,47,1133,"1,8",,,,1/21/1997,50,242,,509,38,1315,80757
1/22/1997,81679,195,439,,"6,95",,,,528,48,1195,"10,7",,,,1/22/1997,52,240,,554,38,1288,82234
1/23/1997,78934,185,443,113,"7,15",,,,547,48,1406,"10,0",,,,1/23/1997,55,256,54,435,37,1243,79452
1/24/1997,82533,225,492,,"7,13",,"0,1435",,486,47,1800,"2,8",,,,1/24/1997,44,293,,625,36,2160,82678
1/25/1997,80240,,,,,,,,,,,"0,9",,,,1/25/1997,54,246,,473,,1638,80287
1/26/1997,76457,296,694,,"9,29",,,,,,1630,"3,2",,,,1/26/1997,68,253,,460,,1296,76623
1/27/1997,84346,283,572,,"7,04",,,,486,48,1436,"51,5",,,,1/27/1997,78,287,,514,37,1468,87016
1/28/1997,86115,225,568,,"6,93",,,,508,46,1324,"7,6",,,,1/28/1997,85,274,,518,36,1331,86509
1/29/1997,79094,214,535,,"6,48",,,,492,47,1197,"5,8",,,,1/29/1997,27,279,,443,36,1326,79395
1/30/1997,81516,148,483,58,"6,85",,,,454,48,1240,,,,,1/30/1997,44,291,18,458,37,1365,81516
1/31/1997,82353,166,487,,"7,54",,,,368,47,1315,"16,3",,,,1/31/1997,52,284,,386,37,1346,83198
2/1/1997,75976,"245,23",473,,"6,67",,,,435,,1266,,,,,2/1/1997,"46,76",274,,412,,1329,75976
2/2/1997,73809,"200,02",453,,"7,13",,,,439,,1239,"4,7",,,,2/2/1997,"50,1",312,,398,,1310,74053
2/3/1997,75019,"261,67",503,,"7,02",,,,409,47,1360,"1,9",,,,2/3/1997,"43,42",272,,357,37,1304,75117
2/4/1997,76870,"310,99",577,,"11,83",,"0,165",,451,48,2000,,"978,068","1061,7",,2/4/1997,"66,8",266,,388,37,1335,76870
2/5/1997,68859,"253,45",505,,"7,41",,,,448,46,1268,"0,6","770,325","1030,4",,2/5/1997,"73,48",288,,426,37,1444,68890
2/6/1997,76434,"215,09",453,65,"7,32",,"0,927",,403,48,1103,,"846,733","1021,8",,2/6/1997,"58,45",259,26,364,37,1411,76434
2/7/1997,83399,"197,28",432,,"7,4",,,,427,47,1289,,"874,526","739,9",,2/7/1997,"33,4",237,,378,37,1254,83399
2/8/1997,82026,"195,91",480,,"6,81",,,,339,,1362,,"859,587","905,4",,2/8/1997,"56,78",225,,338,,1388,82026
2/9/1997,80210,"190,43",453,,"7,05",,,,372,,1296,,"725,297",894,,2/9/1997,"33,4",222,,385,,1306,80210
2/10/1997,81620,"263,04",416,,"6,92",,,,439,47,1221,,"921,19","1021,1",,2/10/1997,"40,08",225,,356,37,1297,81620
2/11/1997,81353,"198,65",397,,"6,92",,,,381,,1228,"0,5","852,579","1019,3",,2/11/1997,"26,72",225,,363,,1290,81379
2/12/1997,82761,"249,34",477,,"7,09",,,,429,,1214,"45,3","960,679","988,2",,2/12/1997,"68,47",258,,373,,1255,85109
2/13/1997,80499,"221,94",492,113,"7,17",,,,638,,1276,"0,4","948,669","942,9",,2/13/1997,"66,8",268,22,422,37,1202,80520
2/14/1997,80326,,564,,"7,25",,"0,939",,441,,1543,"3,1","1018,854","1049,1",,2/14/1997,,361,,437,,1289,80487
2/15/1997,78627,"156,18",508,,"7,25",,,,484,,1740,"5,1","949,923","1055,2",,2/15/1997,"28,39",320,,399,,1274,78891
2/16/1997,80700,"164,4",497,,"7,49",,,,395,,1766,"44,2","930,756","1091,8",,2/16/1997,"45,09",373,,474,,1611,82991
2/17/1997,77421,"215,09",504,,"10,17",,"0,992",,,,1999,"10,5","950,059","1100,7",,2/17/1997,"40,08",219,,411,36,1565,77965
2/18/1997,51403,"135,63",340,,"11,3",,"2,181",,458,,3050,"0,2","900,379",1133,,2/18/1997,"58,45",327,,494,"36,5",1940,51413
2/19/1997,40748,144,272,,"10,76",,,,660,35,1474,"0,3","867,348","1085,2",,2/19/1997,62,226,,589,"35,5",1997,40764
2/20/1997,52181,169,424,73,"12,3",,,,841,38,1670,"0,3","807,485","1071,8",,2/20/1997,18,222,34,787,"33,5",2020,52197
2/21/1997,76309,,487,,"10,42",,,,,43,2370,"0,3","169,816",1059,,2/21/1997,,190,,631,33,1840,76325
2/22/1997,83662,261,466,,"6,71",,,,555,,1192,"6,1",,"1016,8",,2/22/1997,16,189,,584,,1400,83978
2/23/1997,82809,232,460,,"6,86",,,,418,,1106,"0,7",,"838,2",,2/23/1997,59,268,,573,,1328,82845
2/24/1997,82664,229,467,,"6,97",,,"1,47",411,48,1023,,"624,337",1063,,2/24/1997,117,318,,474,37,1197,82664
2/25/1997,68321,181,430,,"6,78",,,,357,,995,,"1000,672","1070,4",,2/25/1997,98,294,,427,38,1225,68321
2/26/1997,73911,227,525,,"6,96","1,1",,,416,47,1170,"3,7","925,831","1067,7",,2/26/1997,95,290,,400,37,1154,74103
2/27/1997,66010,242,516,106,"6,61",,,,465,48,1231,,"951,273","1053,7",,2/27/1997,93,305,39,352,37,1166,66010
2/28/1997,83433,234,514,,5,"0,84",,"0,866",337,49,1026,,"771,812","1040,7",,2/28/1997,82,274,,341,37,1170,83433
3/1/1997,82495,196,455,,"7,01",,,,420,,1221,"0,1","939,994","991,7",,3/1/1997,98,320,,363,,1340,82500
3/2/1997,83405,196,468,,"5,99",,,,450,,1009,"0,5","1017,97","1047,4",,3/2/1997,102,309,,459,,1174,83431
3/3/1997,84491,206,442,,"6,61",,"0,961",,351,48,1088,"5,8","1037,326","1035,2",,3/3/1997,125,345,,408,37,1127,84792
3/4/1997,76700,188,378,,"7,12",,"0,777",,347,46,929,,"768,543","947,8",,3/4/1997,103,319,,388,36,1188,76700
3/5/1997,78033,212,428,,"6,86",,"0,147",,349,"43,5",1133,"0,6","945,854","1053,6",,3/5/1997,78,241,,344,"36,5",1062,78064
3/6/1997,81095,231,535,91,"11,08",,"0,608",,419,48,1566,,"923,471","959,8",,3/6/1997,77,247,50,315,37,1063,81095
3/7/1997,81233,156,475,,"6,7",,"1,154",,271,48,950,"1,3","652,928","1016,4",,3/7/1997,80,246,,245,37,1234,81300
3/8/1997,84385,190,402,,"6,83",,,,382,,1071,"31,8","681,744","988,4",,3/8/1997,88,247,,321,,1146,86033
3/9/1997,80127,193,482,,"9,56",,,,519,,1160,"0,1","886,55","783,5",,3/9/1997,92,253,,317,,1152,80132
3/10/1997,80043,231,513,,"8,31",,,"1,182",548,48,1348,,"950,025","978,2",,3/10/1997,89,271,,388,37,1289,80043
3/11/1997,81708,209,491,,"8,64",,,"0,2",526,"47,5",1222,,"853,257","912,3",,3/11/1997,106,288,,447,"37,5",1457,81708
3/12/1997,81491,218,496,,"6,51","2,8",,,435,48,1336,,"909,655","1032,3",,3/12/1997,109,323,,480,38,1380,81491
3/13/1997,79428,219,500,27,7,"1,2",,,494,"47,5",1234,,"997,326",1053,,3/13/1997,104,294,54,447,37,1244,79428
3/14/1997,80916,196,498,,"6,52",,,"0,77",330,47,1304,"3,3","929,574","952,4",,3/14/1997,91,274,,426,38,1352,81087
3/15/1997,80007,197,484,,"6,32",,,,426,,1143,"2,5","905,193","998,2",,3/15/1997,75,233,,378,,1180,80137
3/16/1997,79856,239,450,,"6,2",,,,394,,1103,"0,1","967,766","1051,6",,3/16/1997,45,285,,346,,1300,79861
3/17/1997,78255,224,516,,"6,21",,"0,384",,423,48,1179,,"895,683","1020,8",,3/17/1997,85,295,,390,"37,5",1190,78255
3/18/1997,76482,224,552,,"6,16",,"0,799",,478,46,1188,,"992,97","1063,7",,3/18/1997,77,314,,415,37,1189,76482
3/19/1997,77450,247,501,,"6,13",,,,492,"44,5",1222,,"955,275","1097,1",,3/19/1997,92,299,,434,"37,5",1192,77450
3/20/1997,77578,220,534,72,"5,83",,,,521,46,1191,"8,5","966,882","1153,5",,3/20/1997,84,280,33,462,38,1196,78019
3/21/1997,75789,194,479,,"5,81",,"1,329",,494,48,1199,"1,3","954,731","1029,5",,3/21/1997,76,290,,475,38,1265,75856
3/22/1997,77133,168,478,,"5,67",,,,471,,1156,,"928,318","1036,6",,3/22/1997,73,310,,445,,1192,77133
3/23/1997,80139,211,561,,"6,01",,,,484,,1200,,"1019,107","1117,2",,3/23/1997,83,322,,508,,1178,80139
3/24/1997,81441,246,593,,"6,13",,,"0,482",454,47,1332,,"882,242","1078,3",,3/24/1997,96,324,,479,"36,5",1208,81441
3/25/1997,78923,317,611,,"6,23",,,"0,8",584,"46,5",1359,,"941,264","994,2",,3/25/1997,93,310,,508,"36,5",1236,78923
3/26/1997,78318,287,574,,"6,1","2,8",,,509,46,1254,,"960,975","931,6",,3/26/1997,88,292,,521,"35,5",1294,78318
3/27/1997,76897,,,,,"1,2",,,,"42,5",,,"882,304","957,3",,3/27/1997,,,,,36,,76897
3/28/1997,77709,293,539,,"5,81",,,,560,,1426,,"1032,725","1091,9",,3/28/1997,83,292,,510,,1292,77709
3/29/1997,76673,265,502,,"5,87",,,,500,,1236,,"950,219","1048,6",,3/29/1997,97,307,,463,,1310,76673
3/30/1997,77473,241,535,,"5,73",,,,522,,1217,"0,3","932,679","1051,9",,3/30/1997,106,326,,474,,1289,77489
3/31/1997,79496,230,552,,"6,44",,,,582,47,1216,"13,6","979,84","1054,2",,3/31/1997,85,319,,491,"34,5",1241,80201
4/1/1997,77131,311,572,,"11,7",,"1,301",,489,"45,5",2400,"6,7","964,119","983,4",,4/1/1997,135,332,,518,"34,5",1282,77478
4/2/1997,72853,270,566,,"8,85",,,,513,"45,5",1387,,"984,552","1122,7",,4/2/1997,126,341,,521,"34,5",1433,72853
